Universal ACDC v.1.38
importing alife objects...
importing alife objects from file alife_l07_military.ltx...
team 0, squad 5, group 4, monach
team 0, squad 5, group 4, pri_kliyk
team 0, squad 5, group 4, new_prizrak
team 0, squad 5, group 4, prip_old_digger
team 0, squad 5, group 4, pri_doctor
team 0, squad 5, group 4, mathon
team 0, squad 5, group 4, blizn_krug1
team 0, squad 5, group 4, blizn_krug2
team 0, squad 5, group 4, blizn_krug3
team 0, squad 5, group 4, blizn_krug4
team 0, squad 5, group 4, blizn_krug5
team 0, squad 5, group 4, blizn_krug6
team 0, squad 5, group 4, blizn_krug7
team 0, squad 18, group 1, pri_stadium_lair_gigant_0000
team 0, squad 18, group 1, pri_stadium_lair_gigant_0001
team 0, squad 18, group 4, pri_stadium_lair_snork_0001
team 0, squad 18, group 4, pri_stadium_lair_snork_0002
team 0, squad 18, group 2, pri_depot_psydog_0000
team 0, squad 18, group 1, pri_depot_controller1
team 0, squad 18, group 1, pri_depot_controller2
team 0, squad 18, group 1, pri_depot_controller3
team 0, squad 18, group 4, pri_depot_pseudodog_strong_0002
team 0, squad 18, group 4, pri_depot_pseudodog_strong_0000
team 0, squad 18, group 4, pri_depot_pseudodog_strong_0001
team 0, squad 18, group 3, pri_depot_pseudodog_normal_0003
team 0, squad 18, group 3, pri_depot_pseudodog_normal_0000
team 0, squad 18, group 3, pri_depot_pseudodog_normal_0001
team 0, squad 18, group 3, pri_depot_pseudodog_normal_0002
team 0, squad 18, group 3, pri_depot_pseudodog_normal_0004
team 0, squad 0, group 0, pri_snork_strong
team 0, squad 0, group 0, pri_snork_strong_0000
team 0, squad 0, group 0, pri_snork_strong_0001
importing alife objects from file alife_l10u_bunker.ltx...
team 0, squad 18, group 1, agr_und_zombi
team 0, squad 0, group 0, bun_bloodsucker_strong
team 0, squad 0, group 0, bun_bloodsucker_strong_0000
team 0, squad 0, group 0, bun_bloodsucker_strong_0001
importing alife objects from file alife_l06_rostok.ltx...
team 0, squad 5, group 4, esc_shilo_band
team 0, squad 0, group 0, controler_zasada1
team 0, squad 0, group 0, controler_zasada2
team 0, squad 18, group 1, gigant_strong_ucen
team 0, squad 0, group 0, rostok_dog_dead_1
team 0, squad 0, group 0, rostok_dog_dead_2
team 0, squad 0, group 0, rostok_m_tushkano_e_0024
team 0, squad 0, group 0, rostok_pseudodog_weak
team 0, squad 0, group 0, rostok_dog_strong_0000
team 0, squad 0, group 0, rostok_dog_strong_0001
team 0, squad 0, group 0, rostok_dog_normal
team 0, squad 0, group 0, rostok_dog_normal_0000
team 0, squad 0, group 0, rostok_dog_normal_0001
team 0, squad 0, group 0, rostok_dog_normal_0002
team 0, squad 0, group 0, rostok_dog_strong_0002
team 0, squad 0, group 0, rostok_bloodsucker_strong
team 0, squad 0, group 0, rostok_m_poltergeist_tele_outdoor
team 0, squad 0, group 0, rostok_m_poltergeist_tele_outdoor_0000
importing alife objects from file alife_l03u_agr_underground.ltx...
team 0, squad 5, group 4, agro_varayg
team 0, squad 6, group 2, kat_m_bloodsucker_e
importing alife objects from file alife_aver.ltx...
team 0, squad 0, group 0, aver_flesh_strong
team 0, squad 0, group 0, aver_flesh_strong_0000
team 0, squad 0, group 0, aver_flesh_strong_0001
team 0, squad 0, group 0, aver_flesh_weak
team 0, squad 0, group 0, aver_flesh_weak_0000
team 0, squad 0, group 0, aver_flesh_normal
team 0, squad 0, group 0, aver_boar_strong
team 0, squad 0, group 0, aver_boar_strong_0000
team 0, squad 0, group 0, aver_boar_strong_0001
team 0, squad 0, group 0, aver_boar_normal
team 0, squad 0, group 0, aver_boar_normal_0000
team 0, squad 0, group 0, aver_boar_normal_0001
team 0, squad 0, group 0, aver_boar_weak
team 0, squad 0, group 0, aver_flesh_strong_0002
team 0, squad 0, group 0, aver_flesh_strong_0003
team 0, squad 0, group 0, aver_bloodsucker_strong
team 0, squad 0, group 0, aver_bloodsucker_strong_0000
team 0, squad 0, group 0, aver_dog_strong
team 0, squad 0, group 0, aver_dog_strong_0000
team 0, squad 0, group 0, aver_dog_strong_0001
team 0, squad 0, group 0, aver_dog_strong_0002
team 0, squad 0, group 0, aver_dog_strong_0003
team 0, squad 0, group 0, aver_dog_normal
team 0, squad 0, group 0, aver_dog_normal_0000
team 0, squad 0, group 0, aver_dog_normal_0001
team 0, squad 0, group 0, aver_dog_normal_0002
team 0, squad 0, group 0, aver_dog_normal_0003
team 0, squad 0, group 0, aver_snork_strong
team 0, squad 0, group 0, aver_snork_strong_0000
team 0, squad 0, group 0, aver_snork_strong_0001
team 0, squad 0, group 0, aver_snork_strong_0002
team 0, squad 0, group 0, aver_snork_strong_0003
team 0, squad 0, group 0, aver_snork_strong_0004
team 0, squad 0, group 0, aver_snork_strong_0005
team 0, squad 0, group 0, aver_m_controller_old
team 0, squad 0, group 0, aver_pseudodog_strong_0000
team 0, squad 0, group 0, aver_flesh_normal_0000
team 0, squad 0, group 0, aver_flesh_normal_0001
team 0, squad 0, group 0, aver_flesh_normal_0002
team 0, squad 0, group 0, aver_m_poltergeist_normal_tele
team 0, squad 0, group 0, aver_m_poltergeist_strong_flame
team 0, squad 0, group 0, aver_m_poltergeist_normal_tele_0000
team 0, squad 0, group 0, aver_psy_dog_radar
team 0, squad 0, group 0, aver_psy_dog_radar_0000
team 0, squad 0, group 0, aver_m_poltergeist_strong_flame_0000
team 0, squad 0, group 0, aver_bloodsucker_strong_0001
team 0, squad 0, group 0, aver_bloodsucker_strong_0002
team 0, squad 0, group 0, aver_dog_strong_0007
team 0, squad 0, group 0, aver_dog_strong_0008
team 0, squad 0, group 0, aver_dog_strong_0009
team 0, squad 0, group 0, aver_dog_normal_0008
team 0, squad 0, group 0, aver_dog_normal_0009
team 0, squad 0, group 0, aver_dog_normal_0010
team 0, squad 0, group 0, aver_dog_normal_0011
team 0, squad 0, group 0, aver_boar_strong_0002
team 0, squad 0, group 0, aver_boar_strong_0003
team 0, squad 0, group 0, aver_boar_normal_0002
team 0, squad 0, group 0, aver_boar_normal_0003
team 0, squad 0, group 0, aver_boar_normal_0004
team 0, squad 0, group 0, aver_boar_normal_0005
team 0, squad 0, group 0, aver_boar_normal_0006
team 0, squad 0, group 0, aver_psy_dog_radar_0002
team 0, squad 0, group 0, aver_snork_strong_0006
team 0, squad 0, group 0, aver_snork_strong_0007
team 0, squad 0, group 0, aver_snork_strong_0008
team 0, squad 0, group 0, aver_snork_strong_0009
team 0, squad 0, group 0, aver_snork_strong_0010
team 0, squad 0, group 0, aver_dog_strong_0010
team 0, squad 0, group 0, aver_dog_strong_0011
team 0, squad 0, group 0, aver_dog_strong_0012
team 0, squad 0, group 0, aver_dog_strong_0013
team 0, squad 0, group 0, aver_dog_strong_0014
team 0, squad 0, group 0, aver_bloodsucker_strong_0003
team 0, squad 0, group 0, aver_bloodsucker_strong_0004
team 0, squad 0, group 0, aver_psy_dog_radar_0001
team 0, squad 0, group 0, aver_psy_dog_radar_0003
team 0, squad 0, group 0, aver_psy_dog_radar_0004
team 0, squad 5, group 4, lesnik2
team 0, squad 5, group 4, aver_ecolog
team 0, squad 5, group 4, sutuly
team 0, squad 5, group 4, grek
team 0, squad 5, group 4, karina
importing alife objects from file alife_l12_stancia_2.ltx...
team 0, squad 18, group 1, aes_solomon
team 0, squad 18, group 1, solomon
team 0, squad 18, group 1, aes_mono1
team 0, squad 18, group 1, aes_mono2
team 0, squad 18, group 1, chaes_mamai_master
team 0, squad 0, group 0, aes2_snork_outdoor
team 0, squad 0, group 0, aes2_snork_strong
team 0, squad 0, group 0, aes2_snork_strong_0000
team 0, squad 0, group 0, aes2_snork_strong_0004
team 0, squad 0, group 0, aes2_snork_strong_0009
team 0, squad 0, group 0, aes2_snork_strong_0010
team 0, squad 0, group 0, aes2_snork_strong_0011
team 0, squad 0, group 0, aes2_snork_strong_0013
team 0, squad 0, group 0, aes2_snork_strong_0014
team 0, squad 0, group 0, aes2_snork_strong_0018
team 0, squad 0, group 0, aes2_snork_strong_0019
team 0, squad 0, group 0, aes2_snork_strong_0020
team 0, squad 0, group 0, aes2_snork_strong_0032
team 0, squad 0, group 0, aes2_snork_strong_0033
importing alife objects from file alife_l08u_brainlab.ltx...
team 0, squad 0, group 0, x16_exozombied
team 0, squad 0, group 0, x16_home_snork_0013
team 8, squad 1, group 4, x16_exozombied_0000
team 8, squad 1, group 5, x16_zombied_stalker_0001
team 0, squad 0, group 0, x16_zombied_0004
team 0, squad 0, group 0, x16_zombied_0005
team 0, squad 0, group 0, x16_zombied_0007
team 0, squad 0, group 0, x16_home_snork_0002
team 0, squad 0, group 0, x16_m_controller_e
team 0, squad 0, group 0, level_prefix_stalker_zombied
team 0, squad 0, group 0, level_prefix_stalker_zombied_0001
team 0, squad 0, group 0, level_prefix_stalker_zombied_0003
team 0, squad 0, group 0, level_prefix_snork_normal_0001
team 0, squad 7, group 7, x16_home_snork_0000
team 0, squad 0, group 0, x16_zombied_0000
team 8, squad 1, group 7, x16_zombied_0003
team 8, squad 1, group 7, x16_zombied_0009
team 0, squad 0, group 0, x16_zombied_0018
team 0, squad 0, group 0, x16_zombied_0017
team 0, squad 0, group 0, x16_zombied_0013
team 0, squad 0, group 0, x16_zombied_0019
team 0, squad 0, group 0, x16_zombied_0021
team 0, squad 0, group 0, level_prefix_stalker_zombied_0000
team 0, squad 0, group 0, level_prefix_snork_normal_0009
team 0, squad 0, group 0, level_prefix_snork_normal_0012
team 0, squad 0, group 0, level_prefix_stalker_zombied_0002
importing alife objects from file alife_l04_darkvalley.ltx...
team 0, squad 5, group 4, bar_kogot
team 0, squad 0, group 0, dolg_dead1
team 0, squad 0, group 0, dolg_dead2
team 0, squad 0, group 0, dolg_dead3
team 0, squad 5, group 4, val_gila
team 0, squad 5, group 4, yan_wound_ucen
team 0, squad 5, group 4, ecolog_new
team 0, squad 5, group 4, ucen_ohr1
team 0, squad 5, group 4, ucen_ohr2
team 0, squad 5, group 4, ucen_ohr3
team 0, squad 0, group 0, electro_chimera_ucen
team 0, squad 5, group 4, dolg_leader
team 0, squad 5, group 4, dolg_petrenko
team 0, squad 5, group 4, dark_shram
team 0, squad 21, group 21, val_pseudodog_normal
team 0, squad 3, group 3, val_flesh_normal
team 0, squad 21, group 22, val_pseudodog_normal_0000
team 0, squad 0, group 0, val_m_crow
team 0, squad 0, group 0, val_m_crow0000
team 0, squad 0, group 0, val_m_crow0001
team 0, squad 0, group 0, val_m_crow0002
team 0, squad 0, group 0, val_m_crow0003
team 0, squad 0, group 0, val_m_crow0004
team 0, squad 0, group 0, val_m_crow0005
team 0, squad 0, group 0, val_m_crow0006
team 0, squad 0, group 0, val_m_crow0007
team 0, squad 0, group 0, val_m_crow0008
team 0, squad 0, group 0, val_m_crow0009
team 0, squad 0, group 0, val_m_crow0010
team 0, squad 0, group 0, val_m_crow0011
team 0, squad 0, group 0, val_m_crow0012
team 0, squad 0, group 0, val_m_crow0013
team 0, squad 0, group 0, val_m_crow0014
team 0, squad 0, group 0, val_m_crow0015
team 0, squad 0, group 0, val_m_crow0016
team 0, squad 0, group 0, val_m_crow0017
team 0, squad 0, group 0, val_m_crow0018
team 0, squad 0, group 0, val_m_crow0019
team 0, squad 0, group 0, val_m_crow0020
team 0, squad 0, group 0, val_m_crow0021
team 0, squad 0, group 0, val_m_crow0022
team 0, squad 0, group 0, val_m_crow0023
team 15, squad 6, group 1, val_bs_victim
team 0, squad 5, group 4, dolg_sobolev
importing artefact spawn places data...
importing way objects from file way__level_unknown.ltx...
importing way objects from file way_aver.ltx...
importing way objects from file way_dead_city.ltx...
importing way objects from file way_k01_darkscape_ogse.ltx...
importing way objects from file way_l01_escape.ltx...
importing way objects from file way_l02_garbage.ltx...
importing way objects from file way_l03_agroprom.ltx...
importing way objects from file way_l03u_agr_underground.ltx...
importing way objects from file way_l04_darkvalley.ltx...
importing way objects from file way_l04u_labx18.ltx...
importing way objects from file way_l05_bar.ltx...
importing way objects from file way_l06_rostok.ltx...
importing way objects from file way_l07_military.ltx...
importing way objects from file way_l08_yantar.ltx...
importing way objects from file way_l08u_brainlab.ltx...
importing way objects from file way_l10_radar.ltx...
importing way objects from file way_l10u_bunker.ltx...
importing way objects from file way_l11_pripyat.ltx...
importing way objects from file way_l12_stancia.ltx...
importing way objects from file way_l12_stancia_2.ltx...
importing way objects from file way_l12u_control_monolith.ltx...
importing way objects from file way_l12u_sarcofag.ltx...
importing way objects from file way_predbannik.ltx...
importing way objects from file way_swamp.ltx...
writing sources...
writing header...
writing alife objects...
writing artefact spawn places...
writing way objects...
writing graph...
done!
